HOUSEID,PERSONID,R_AGE,R_SEX,EDUC,NUMADLT,VEHID,HHVEHCNT,VEHFUEL,VEHAGE,HOMEOWN,DRVRCNT,HHFAMINC,HHSIZE,URBANSIZE,URBRUR,WRKCOUNT,HOMETYPE,YOUNGCHILD
9000170402,1,67,1,6,2,3,4,1,7,2,1,6,2,6,2,0,1,0
9000170408,1,36,1,4,1,1,1,1,16,3,1,3,1,1,1,1,3,0
9000170420,1,28,1,5,2,1,2,1,1,3,2,6,2,3,1,2,3,0
9000170440,1,42,1,6,3,1,4,1,6,1,3,8,8,6,1,2,1,0
9000170446,1,77,1,7,2,1,2,1,12,2,2,10,2,1,1,2,1,0
9000170452,2,58,1,8,2,1,4,5,1,1,2,11,2,1,1,2,1,0
9000170458,2,80,1,5,2,1,2,1,3,2,2,10,2,1,1,0,1,0
9000170466,2,31,1,6,2,1,1,1,3,1,2,11,2,4,1,2,3,0
9000170486,1,26,2,4,1,1,1,1,8,3,1,5,1,2,1,1,3,0
9000170504,2,70,2,1,3,1,2,1,8,1,2,10,3,2,1,2,1,0
9000170507,1,48,1,7,1,1,1,1,1,3,1,7,1,5,1,1,1,0
9000170522,3,69,2,7,4,3,3,1,6,1,3,7,5,4,1,3,1,0
9000170524,1,51,2,7,2,1,2,1,26,1,2,7,4,2,1,1,1,1
9000170527,1,57,1,7,2,2,2,1,10,2,2,6,2,5,1,0,1,0
9000170534,1,62,1,7,2,2,2,1,4,1,2,7,2,5,1,1,1,0
9000170535,1,46,2,7,2,2,2,6,1,1,2,10,4,4,1,2,1,0
9000170559,1,40,1,2,2,1,1,1,14,1,1,3,6,6,1,1,1,0
9000170570,1,43,2,3,1,3,3,4,1,1,1,9,4,5,1,0,1,0
9000170571,1,32,2,4,2,1,1,1,14,1,1,5,4,2,1,1,1,1
9000170573,1,65,2,6,3,2,3,1,1,1,3,6,3,5,1,2,1,0
9000170577,2,28,2,6,2,3,3,1,3,1,2,8,2,6,1,2,1,0
9000170581,2,33,1,2,2,1,1,1,6,1,1,7,2,4,1,2,1,0
9000170593,1,72,1,6,1,1,1,1,6,1,1,9,1,6,1,1,1,0
9000170599,2,59,1,2,2,1,2,1,10,2,1,5,2,2,1,1,1,0
9000170606,3,56,2,3,3,2,3,1,3,1,2,6,6,1,1,2,2,0
9000170609,2,68,2,4,2,1,3,1,7,2,2,7,2,5,1,1,1,0
9000170614,2,21,1,3,2,1,1,1,3,4,2,4,2,1,1,0,2,0
9000170615,1,58,2,6,1,1,2,1,12,1,1,7,1,4,1,1,2,0
9000170617,1,72,2,6,1,1,1,1,6,1,1,5,1,4,1,1,2,0
9000170621,2,81,1,4,2,1,2,6,13,2,2,7,2,5,1,0,1,0
9000170624,1,40,2,8,2,1,2,1,5,2,2,11,4,4,1,2,1,2
9000170629,2,78,1,6,2,1,1,1,14,1,2,6,2,5,1,1,2,0
9000170633,2,76,1,7,2,1,2,1,1,1,2,8,2,3,1,0,1,0
9000170641,2,60,1,7,3,2,3,1,6,1,3,11,4,4,1,2,1,0
9000170656,1,63,1,8,2,2,2,6,4,2,2,10,2,4,1,2,1,0
9000170662,1,39,2,7,1,1,1,4,2,1,1,10,1,4,1,1,2,0
9000170676,1,60,2,5,1,3,3,1,10,2,1,-7,1,3,1,1,1,0
9000170695,1,75,1,6,2,2,2,1,7,2,1,7,2,5,1,0,1,0
9000170708,1,48,1,8,1,1,2,6,2,2,1,6,1,4,1,1,2,0
9000170721,1,73,2,4,1,1,1,1,4,1,1,4,1,4,1,0,2,0
9000170732,1,81,1,4,2,2,2,1,15,1,2,6,2,3,1,0,1,0
9000170747,1,41,1,6,2,1,1,1,7,1,2,6,4,5,1,2,1,0
9000170758,1,53,1,7,4,4,4,1,1,1,5,9,5,4,1,4,1,0
9000170789,1,51,1,6,2,2,3,6,1,1,2,9,2,4,1,2,1,0
9000170821,1,37,2,7,1,1,1,1,6,3,1,6,1,4,1,1,1,0
9000170823,2,36,1,4,2,1,2,1,12,1,2,7,3,5,1,2,1,1
9000170834,1,79,2,4,1,1,1,1,6,1,1,7,1,5,1,0,1,0
9000170835,1,36,1,7,1,1,1,1,10,1,1,7,3,2,1,1,1,1
9000170836,2,44,2,6,4,3,3,1,1,3,3,6,4,5,1,3,3,0
9000170839,1,44,2,4,2,2,2,1,11,1,2,8,4,4,1,0,1,0
9000170842,1,71,1,6,2,2,2,1,2,2,2,6,2,5,1,1,1,0
9000170849,1,34,1,5,2,2,2,1,2,1,2,9,4,3,1,2,1,0
9000170852,1,61,1,6,2,2,2,1,10,3,2,9,2,5,1,2,2,0
9000170866,2,76,1,8,2,1,2,6,2,2,2,5,2,3,1,0,1,0
9000170882,1,56,1,7,1,1,2,1,1,1,1,8,1,3,1,1,1,0
9000170886,1,44,1,8,1,1,1,4,3,3,1,11,1,4,1,1,3,0
9000170893,2,58,1,8,2,2,3,1,24,1,2,7,2,5,1,1,1,0
9000170912,2,48,1,8,3,1,3,1,6,1,3,11,4,1,1,3,2,0
9000170928,1,31,1,6,2,2,2,1,10,1,2,7,5,5,1,2,1,3
9000170931,1,71,2,4,1,1,1,1,7,1,1,6,1,5,1,0,1,0
9000170937,1,61,2,4,2,2,2,2,1,1,2,8,2,5,1,1,1,0
9000170952,2,62,1,6,2,1,3,1,5,2,2,10,2,5,1,2,1,0
9000170963,2,62,2,6,2,2,2,1,1,1,2,10,2,3,1,1,1,0
9000170975,2,38,2,5,2,1,2,1,11,1,2,6,2,5,1,2,1,0
9000171008,1,45,1,8,1,1,2,1,8,1,1,7,1,5,1,1,1,0
9000171017,1,44,2,7,2,2,2,1,3,1,2,11,4,4,1,2,1,0
9000171035,1,49,2,3,2,2,2,1,1,1,2,6,2,6,2,2,1,0
9000171043,1,54,2,6,1,1,1,1,6,2,1,5,1,6,2,1,1,0
9000171053,2,85,1,7,2,1,2,1,21,2,1,9,2,5,1,1,1,0
9000171062,2,28,1,6,2,2,2,1,2,3,2,6,2,4,1,2,3,0
9000171066,2,53,1,1,5,3,3,1,2,1,3,4,5,4,1,1,1,0
9000171067,1,73,1,3,2,1,2,1,3,2,2,8,2,4,1,1,1,0
9000171072,1,56,1,4,2,2,2,1,6,1,2,10,2,6,2,2,1,0
9000171092,2,80,1,5,2,1,2,1,5,3,2,8,2,5,1,2,1,0
9000171094,1,62,1,5,2,1,2,1,1,1,2,7,2,2,1,2,1,0
9000171108,2,74,1,5,2,1,2,5,1,2,2,8,2,3,1,0,1,0
9000171110,1,34,1,4,1,1,1,1,10,1,1,5,1,5,1,0,1,0
9000171118,1,60,1,7,2,1,2,1,6,1,2,9,2,2,1,2,1,0
9000171127,1,53,2,5,2,1,2,1,14,3,2,7,2,6,1,0,3,0
9000171131,1,51,1,8,2,1,3,1,2,1,2,11,4,4,1,2,1,0
9000171150,2,62,1,4,2,2,2,1,3,1,2,8,2,5,1,2,1,0
9000171153,2,57,1,6,2,2,2,1,16,1,2,9,4,5,1,2,1,0
9000171174,1,68,2,7,1,1,1,1,2,1,1,6,1,3,1,0,3,0
9000171187,1,35,1,6,2,1,1,5,2,1,1,5,3,4,1,1,2,1
9000171199,1,66,1,4,2,3,4,1,7,2,2,6,2,3,1,0,1,0
9000171200,2,36,1,3,2,2,2,1,3,3,2,9,4,4,1,2,1,0
9000171211,1,26,2,7,2,1,2,1,1,3,2,8,2,4,1,2,2,0
9000171225,1,78,1,4,2,2,2,1,4,2,2,5,2,3,1,0,1,0
9000171248,1,74,1,6,2,1,2,1,16,2,2,7,2,1,1,0,1,0
9000171265,1,73,1,6,2,2,2,1,3,2,2,11,2,5,1,1,1,0
9000171266,2,30,1,7,2,1,1,1,2,3,1,7,2,4,1,2,3,0
9000171269,2,68,1,7,2,2,2,2,7,2,2,11,2,1,1,0,1,0
9000171278,2,66,1,8,2,1,8,4,5,1,2,11,4,5,1,1,1,0
9000171282,2,69,2,6,2,3,3,1,3,2,2,6,2,5,1,2,1,0
9000171285,1,61,2,4,1,1,1,1,15,3,1,2,2,2,1,0,3,0
9000171294,1,48,2,3,1,1,1,1,1,3,1,6,1,2,1,1,3,0
9000171339,2,61,1,3,2,1,1,1,5,1,2,6,2,2,1,0,1,0
9000171351,1,36,2,7,2,1,2,1,2,1,2,10,4,3,1,1,1,2
9000171367,1,40,2,3,1,1,5,1,2,1,1,8,1,1,1,1,3,0
9000171371,1,53,1,7,2,1,3,1,3,1,2,10,5,5,1,2,1,0
9000171373,1,54,2,4,1,1,1,1,3,3,1,8,1,2,1,1,2,0
9000171385,1,87,2,4,1,1,1,1,5,3,1,5,1,5,1,0,3,0
9000171390,1,57,1,7,2,1,2,1,6,1,2,11,2,6,1,2,1,0
9000171393,1,57,2,4,2,1,2,1,9,1,2,5,2,4,1,1,1,0
9000171408,1,73,2,7,1,1,2,1,5,1,1,7,1,2,1,0,1,0
9000171414,1,29,2,7,1,1,1,1,10,3,1,3,1,1,1,1,3,0
9000171417,1,69,1,3,2,2,2,1,2,2,2,8,2,6,1,1,1,0
9000171418,1,59,1,4,3,1,2,1,2,3,2,8,5,4,1,1,3,1
9000171425,2,67,1,6,2,1,2,1,7,1,2,10,2,4,1,2,1,0
9000171429,1,71,2,5,1,1,1,1,10,1,1,4,1,2,1,0,2,0
9000171431,1,63,1,7,2,2,2,1,1,2,2,9,2,4,1,1,1,0
9000171436,1,53,2,6,2,1,2,1,1,1,2,11,3,5,1,2,1,0
9000171438,1,44,1,6,1,1,1,6,4,3,1,5,1,1,1,1,3,0
9000171452,1,42,-7,5,1,1,1,1,5,3,1,10,1,5,1,1,3,0
9000171454,1,34,1,8,2,2,2,1,17,1,2,11,5,2,1,2,1,0
9000171459,2,35,2,6,2,1,1,1,7,3,2,7,3,4,1,1,3,1
9000171466,1,45,1,4,1,1,2,1,10,3,1,1,1,2,1,0,3,0
9000171486,1,72,2,4,1,1,1,1,7,3,1,4,1,6,1,1,1,0
9000171537,2,53,1,7,2,1,1,1,16,3,2,11,2,4,1,1,3,0
9000171549,1,84,1,3,2,1,1,1,4,1,2,6,2,3,1,0,1,0
9000171551,1,92,1,8,1,1,1,1,13,3,1,7,1,3,1,0,3,0
9000171560,1,54,2,3,2,1,1,1,5,3,2,7,2,4,1,1,3,0
9000171563,1,42,1,6,2,1,2,1,1,1,2,11,3,1,1,2,1,1
9000171567,1,53,2,8,1,1,1,1,4,1,1,8,1,2,1,1,1,0
9000171574,1,70,1,6,2,1,1,1,7,1,2,6,2,6,1,0,1,0
9000171588,1,73,2,4,1,1,1,1,3,2,1,7,1,2,1,1,1,0
9000171598,1,39,2,6,1,1,1,1,1,1,1,11,1,4,1,1,3,0
9000171601,2,24,1,5,2,1,2,1,14,1,2,3,2,6,1,2,4,0
9000171608,1,73,1,5,2,1,2,1,3,2,2,6,2,3,1,0,1,0
9000171636,2,71,2,5,2,1,1,6,7,1,1,3,3,3,1,1,4,1
9000171637,1,63,1,7,2,1,2,1,1,2,2,5,2,3,1,0,1,0
9000171640,2,46,1,4,2,1,1,1,1,1,2,11,2,5,1,1,1,0
9000171648,2,45,1,7,2,2,2,1,2,1,2,11,3,5,1,1,1,0
9000171650,3,64,1,6,4,2,2,1,9,1,3,11,5,4,1,2,1,1
9000171657,1,34,2,8,1,1,1,6,3,3,1,9,1,3,1,1,3,0
9000171659,1,64,1,3,1,1,1,1,8,2,1,6,1,2,1,0,1,0
9000171663,2,92,1,7,2,2,2,1,1,2,2,9,2,4,1,0,2,0
9000171666,1,35,2,5,1,1,1,1,5,3,1,4,1,2,1,1,2,0
9000171676,2,28,1,2,2,1,1,1,3,3,1,3,3,6,1,2,3,1
9000171677,1,59,2,6,1,1,1,1,7,3,1,5,1,5,1,1,3,0
9000171684,1,50,2,6,1,1,1,6,7,1,1,5,1,2,1,1,2,0
9000171696,1,73,1,4,3,1,2,1,5,1,2,6,4,5,1,0,1,0
9000171704,1,76,1,6,2,1,2,1,3,2,2,-7,2,5,1,0,2,0
9000171713,1,65,1,5,1,1,1,1,12,2,1,8,1,5,1,0,1,0
9000171717,1,61,1,6,2,1,2,1,8,1,2,8,2,2,1,2,1,0
9000171723,1,45,1,7,2,1,2,1,1,1,2,8,4,4,1,2,1,0
9000171741,2,55,1,5,3,2,3,1,1,2,3,9,5,5,1,3,1,0
9000171747,2,52,1,4,2,2,2,1,1,3,2,8,2,2,1,1,1,0
9000171748,1,41,1,5,2,2,2,1,6,1,1,7,2,3,1,1,1,0
9000171749,1,23,2,3,1,1,1,1,20,3,1,1,3,6,1,0,2,2
9000171761,2,62,1,6,2,2,2,1,2,2,2,-7,2,5,1,2,1,0
9000171768,1,70,1,6,2,1,2,1,6,2,2,7,2,1,1,0,1,0
9000171774,1,25,2,4,1,1,1,1,19,3,1,1,3,3,1,0,3,2
9000171798,1,53,2,6,1,1,1,1,1,1,1,8,1,1,1,1,2,0
9000171803,2,30,1,6,2,1,2,1,7,3,2,5,3,5,1,0,3,1
9000171816,1,62,1,8,2,1,2,1,6,1,2,11,2,4,1,1,2,0
9000171824,2,83,2,5,2,1,1,1,3,2,1,6,2,2,1,1,1,0
9000171825,1,45,2,6,3,1,5,1,1,1,3,11,3,6,2,3,1,0
9000171829,1,69,1,4,3,3,5,1,14,1,2,6,3,6,1,0,1,0
9000171836,1,57,2,3,1,1,1,1,3,3,1,8,1,5,1,1,3,0
9000171849,1,79,1,8,2,2,2,1,5,3,2,5,2,5,1,2,1,0
9000171854,1,53,2,4,3,1,1,1,15,2,2,4,5,2,1,1,1,0
9000171859,1,65,1,4,1,1,1,1,12,2,1,5,1,4,1,0,2,0
9000171868,1,76,1,5,2,1,2,1,10,1,2,5,2,4,1,1,1,0
9000171893,1,39,1,4,1,1,1,1,29,3,1,5,1,3,1,1,3,0
9000171901,1,75,1,4,1,1,1,1,9,2,1,4,1,6,2,0,4,0
9000171918,1,64,1,6,2,1,2,1,4,1,2,11,2,5,1,2,1,0
9000171932,1,60,1,7,2,1,1,1,14,1,2,7,2,4,1,1,3,0
9000171984,1,31,1,7,2,1,2,1,5,1,2,11,3,5,1,1,1,1
9000171987,1,70,1,8,1,1,1,1,11,3,1,9,1,1,1,1,3,0
9000171994,1,59,1,6,2,1,2,1,1,1,2,11,2,5,1,1,1,0
9000171995,2,82,2,3,3,2,2,1,4,1,2,8,3,4,1,2,1,0
9000172014,1,52,1,6,2,1,2,1,5,1,2,7,3,5,1,2,1,0
9000172023,1,58,-7,6,3,2,3,1,7,1,3,8,3,5,1,3,1,0
9000172033,1,27,2,8,1,1,1,1,7,3,1,9,1,4,1,1,3,0
9000172046,1,65,2,3,1,1,2,1,8,1,1,5,1,6,2,1,1,0
9000172055,1,44,2,7,1,1,1,1,9,1,1,6,4,4,1,1,1,0
9000172082,1,50,2,7,2,2,2,1,1,1,2,9,3,4,1,2,1,0
9000172089,1,33,1,6,2,2,2,1,2,1,2,10,3,4,1,1,1,1
9000172092,1,78,1,7,2,1,1,1,4,2,2,8,2,2,1,0,1,0
9000172094,1,36,2,4,2,1,2,1,6,1,2,9,5,5,1,2,1,0
9000172096,1,60,1,7,3,3,3,1,7,1,3,11,3,3,1,0,1,0
9000172097,1,46,2,3,2,1,1,1,5,3,2,6,2,2,1,1,2,0
9000172103,1,29,2,7,2,1,2,1,6,1,2,11,2,5,1,2,1,0
9000172118,1,70,1,7,1,1,1,1,4,3,1,3,1,6,2,1,3,0
9000172135,2,25,1,6,2,1,2,1,5,1,2,4,4,5,1,2,1,1
9000172142,2,67,2,6,2,1,1,1,15,1,1,2,2,1,1,0,1,0
9000172165,1,55,1,3,2,1,1,1,21,3,1,5,2,4,1,0,3,0
9000172188,2,57,1,6,2,2,2,1,12,2,2,9,2,4,1,1,1,0
9000172215,2,72,2,3,2,2,2,1,7,1,2,6,2,1,1,1,1,0
9000172244,1,70,2,6,1,1,1,1,17,2,1,5,1,5,1,0,1,0
9000172256,3,52,2,3,4,1,3,1,7,1,4,2,6,4,1,3,1,2
9000172262,1,85,1,7,1,1,1,1,7,1,1,7,1,4,1,0,1,0
9000172263,1,55,1,3,2,1,2,1,3,1,2,3,2,4,1,1,2,0
9000172279,2,52,1,6,2,2,2,1,1,1,2,8,3,2,1,2,1,0
9000172289,1,70,2,6,1,1,1,5,1,1,1,8,1,2,1,0,1,0
9000172295,1,69,1,6,1,1,1,1,12,3,1,6,1,1,1,0,3,0
9000172301,2,50,2,5,2,1,1,1,7,2,2,4,2,2,1,1,4,0
9000172316,1,81,2,7,1,1,1,1,11,2,1,6,1,4,1,0,2,0
9000172323,1,92,1,3,2,1,1,1,10,1,2,6,2,1,1,0,1,0
9000172328,1,31,2,5,1,1,1,1,14,3,1,5,1,4,1,0,3,0
9000172335,1,62,2,6,1,1,1,1,7,2,1,6,1,2,1,0,1,0
9000172336,1,60,2,6,2,1,2,6,2,1,2,9,2,2,1,2,1,0
9000172346,3,92,2,3,3,2,2,1,12,2,2,7,3,5,1,1,1,0
9000172352,2,70,1,8,2,1,2,1,8,1,1,6,2,5,1,0,1,0
9000172355,1,35,1,6,2,1,1,6,10,3,1,11,2,4,1,2,3,0
9000172357,1,65,2,5,1,1,1,1,10,3,1,6,1,1,1,1,3,0
9000172360,1,67,1,8,2,1,1,1,16,2,2,8,2,4,1,0,1,0
9000172371,2,27,1,3,2,2,2,1,12,3,2,6,2,5,1,2,3,0
9000172383,1,52,1,4,1,1,1,1,11,3,1,4,1,6,1,1,3,0
9000172386,1,71,2,6,2,1,2,1,3,2,2,11,2,4,1,2,1,0
9000172392,1,55,1,8,1,1,1,1,10,3,1,8,1,5,1,1,3,0
9000172401,1,81,1,3,1,2,2,1,7,2,1,4,1,2,1,0,1,0
9000172403,1,27,2,6,2,1,1,1,9,3,1,7,2,5,1,2,1,0
9000172405,1,70,1,4,2,2,3,1,5,1,2,6,2,2,1,1,1,0
9000172408,1,71,1,7,2,1,1,1,1,2,2,7,2,6,1,0,1,0
9000172438,1,53,1,6,2,1,1,1,3,1,2,6,3,2,1,0,1,0
9000172447,1,77,1,6,2,2,2,1,5,1,2,6,2,1,1,2,1,0
9000172457,1,58,2,6,2,1,4,1,1,3,2,6,2,4,1,2,3,0
9000172460,1,69,1,6,2,1,1,1,1,1,1,6,2,5,1,0,1,0
9000172463,1,53,2,6,3,2,2,1,2,1,3,3,4,2,1,3,1,0
9000172470,1,43,2,7,7,2,6,1,12,1,7,5,10,6,2,0,1,1
9000172476,1,36,2,8,1,1,1,1,18,3,1,11,1,4,1,0,3,0
9000172491,1,55,2,5,1,1,1,1,23,1,1,6,1,4,1,1,1,0
9000172494,1,23,2,4,1,1,1,1,1,3,1,3,1,1,1,0,3,0
9000172495,1,48,1,4,1,1,2,1,12,3,1,5,1,2,1,1,2,0
9000172500,1,76,1,7,2,2,2,1,8,2,2,11,2,5,1,0,1,0
9000172505,1,56,1,3,1,2,2,4,1,2,1,8,1,6,1,1,1,0
9000172506,2,78,1,8,2,2,2,1,1,1,2,9,2,2,1,0,1,0
9000172508,1,68,1,6,2,1,1,1,1,2,1,6,2,4,1,0,3,0
9000172519,2,53,2,4,3,3,3,1,1,1,3,11,3,5,1,3,1,0
9000172523,1,75,1,6,2,1,2,1,12,2,2,9,2,5,1,0,1,0
9000172526,1,78,2,7,2,1,2,1,11,2,2,9,2,5,1,0,1,0
9000172540,2,30,1,5,2,1,3,1,1,1,2,10,2,6,1,2,1,0
9000172547,1,40,1,6,1,1,1,1,3,3,1,9,1,2,1,1,3,0
9000172564,1,70,2,6,2,2,2,1,3,1,2,6,2,4,1,2,1,0
9000172572,1,43,2,6,1,1,1,1,8,1,1,6,1,2,1,1,1,0
9000172605,3,62,2,5,3,3,3,1,4,1,3,6,3,4,1,2,3,0
9000172609,1,63,1,3,1,1,1,1,12,2,1,4,1,5,1,0,1,0
9000172634,1,62,1,5,1,1,1,1,1,2,1,6,1,3,1,0,1,0
9000172658,1,79,1,7,2,1,1,1,8,1,1,6,2,1,1,1,1,0
9000172669,1,55,1,4,1,1,2,1,7,3,1,3,1,5,1,1,2,0
9000172678,1,32,1,4,2,1,2,1,3,3,2,7,4,2,1,1,1,1
9000172683,1,76,1,5,2,1,2,1,5,1,2,6,2,4,1,1,1,0
9000172689,2,62,1,3,2,2,2,1,12,1,2,7,2,5,1,2,1,0
9000172734,1,43,1,6,2,1,2,1,3,1,2,7,5,5,1,1,1,0
9000172736,1,63,1,4,1,1,1,1,18,2,1,2,1,2,1,0,1,0
9000172745,1,74,1,6,2,1,3,1,8,2,2,5,2,5,1,0,1,0
9000172759,1,40,1,8,2,1,2,1,3,3,2,10,4,5,1,2,2,1
9000172773,1,70,2,3,2,1,2,1,1,2,2,4,2,4,1,1,1,0
9000172774,1,70,1,4,2,2,2,1,4,1,2,11,2,2,1,1,1,0
9000172781,2,41,2,5,2,2,3,1,2,1,2,10,3,4,1,1,1,0
9000172790,1,32,2,7,1,1,1,1,20,3,1,4,1,3,1,1,3,0
9000172814,2,20,2,4,4,4,4,1,9,3,4,4,4,1,1,2,1,0
9000172817,1,78,1,7,2,1,2,1,8,2,2,8,2,1,1,2,3,0
9000172820,1,45,1,6,1,1,1,1,4,1,2,11,3,2,1,1,1,0
9000172821,1,63,2,6,1,1,1,1,3,1,1,11,1,5,1,1,1,0
9000172822,1,70,2,4,1,1,1,1,11,2,1,3,1,1,1,0,1,0
9000172827,2,66,1,4,2,1,1,1,9,1,2,6,2,2,1,1,2,0
9000172845,1,31,2,7,1,1,1,1,17,1,1,6,1,3,1,1,2,0
9000172847,1,72,1,7,1,1,3,1,6,2,1,10,1,4,1,0,1,0
9000172852,1,69,1,7,2,1,1,1,4,3,1,10,2,4,1,1,3,0
9000172865,1,55,2,6,2,1,2,1,4,1,2,10,2,4,1,1,2,0
9000172875,1,57,2,6,1,1,1,1,10,3,1,7,1,2,1,1,3,0
9000172876,2,60,1,5,2,3,3,1,4,1,2,10,2,5,1,2,1,0
9000172889,1,47,1,7,2,1,2,1,7,1,2,10,2,5,1,2,1,0
9000172913,2,72,2,3,2,1,2,1,7,2,2,7,2,5,1,0,1,0
9000172925,1,54,1,8,2,2,2,1,8,1,2,10,2,5,1,2,1,0
9000172935,1,71,2,7,1,1,1,1,6,3,1,4,1,4,1,0,3,0
9000172965,2,43,1,3,2,1,2,1,1,3,2,6,4,5,1,2,3,0
9000172974,1,88,1,7,2,2,2,1,5,2,2,9,2,2,1,0,3,0
9000172986,1,63,1,6,2,2,2,1,10,1,2,6,2,1,1,2,1,0
9000172989,1,81,1,7,2,1,1,1,10,2,2,8,2,3,1,0,1,0
9000173000,2,72,2,3,2,1,2,1,7,1,2,4,2,5,1,0,1,0
9000173014,2,43,1,4,2,2,3,1,2,2,3,7,6,6,1,2,1,0
9000173020,2,32,1,6,2,1,1,1,4,3,2,7,2,4,1,2,3,0
9000173039,1,72,1,6,2,3,3,1,15,1,2,9,2,5,1,0,1,0
9000173054,1,61,2,4,1,1,1,1,13,2,1,2,1,5,1,0,4,0
9000173055,1,47,2,6,2,2,2,6,1,1,2,7,2,4,1,2,1,0
9000173064,2,67,1,4,2,1,1,1,13,1,2,11,2,5,1,0,1,0
9000173072,1,58,1,6,2,2,2,1,1,1,2,9,2,4,1,1,1,0
9000173073,1,23,2,6,2,1,2,1,3,3,2,6,2,5,1,0,3,0
9000173078,1,72,2,6,1,1,1,1,16,1,1,6,1,5,1,0,1,0
9000173088,1,51,2,5,1,1,2,1,6,1,1,6,1,6,1,1,1,0
9000173115,2,72,1,5,2,3,3,1,1,1,2,10,2,2,1,0,1,0
9000173134,1,73,1,5,2,3,3,1,16,1,2,5,2,4,1,0,1,0
9000173137,1,65,2,6,2,3,3,1,5,1,2,-7,2,1,1,1,1,0
9000173154,1,43,1,6,2,1,1,1,4,1,2,8,3,1,1,1,1,0
9000173156,1,92,1,6,2,1,1,1,5,2,1,8,2,1,1,0,3,0
9000173159,2,88,1,6,2,1,1,1,7,2,2,5,2,6,1,0,1,0
9000173228,2,72,1,6,2,1,3,1,3,4,2,4,2,5,1,0,1,0
9000173236,1,76,1,6,2,2,2,1,16,1,2,4,2,6,1,0,1,0
9000173255,1,70,2,8,1,2,2,1,4,1,1,-7,1,1,1,1,1,0
9000173292,2,28,1,4,2,1,2,6,1,3,2,8,2,2,1,2,2,0
9000173295,1,73,1,6,2,2,2,1,9,2,2,4,2,4,1,0,1,0
9000173304,2,38,1,4,2,1,3,1,3,1,2,9,3,5,1,2,1,1
9000173306,1,65,1,7,1,2,2,1,3,2,1,6,1,6,1,0,1,0
9000173336,1,58,1,5,1,1,1,1,20,3,1,1,1,5,1,0,2,0
9000173341,1,62,1,7,2,1,3,5,1,2,3,11,3,5,1,2,1,0
9000173353,1,65,2,5,2,1,5,1,4,1,2,9,2,2,1,2,1,0
9000173362,1,69,2,4,1,1,1,1,9,2,1,5,1,2,1,0,1,0
9000173368,1,67,2,5,1,1,1,1,17,3,1,3,1,6,1,0,3,0
9000173370,2,65,1,3,4,1,5,1,2,1,4,9,4,4,1,3,1,0
9000173374,1,68,2,7,1,1,1,1,4,1,1,6,1,4,1,0,2,0
9000173400,2,41,2,2,2,1,2,1,11,3,2,3,2,2,1,1,3,0
9000173421,1,79,1,6,2,1,1,1,1,1,2,7,2,3,1,0,1,0
9000173432,1,51,2,8,1,1,1,1,8,1,1,8,1,5,1,1,1,0
9000173435,1,85,1,8,2,1,1,1,8,2,2,6,2,1,1,0,2,0
9000173437,1,64,1,5,3,1,3,1,22,3,2,3,4,1,1,1,3,0
9000173453,1,73,1,6,2,1,1,1,6,1,2,5,2,1,1,0,1,0
9000173466,1,44,1,6,2,2,2,5,1,1,2,11,5,4,1,1,1,0
9000173471,2,29,2,7,2,2,2,1,12,1,2,7,2,2,1,2,1,0
9000173478,1,88,2,3,2,2,2,1,6,2,2,6,2,3,1,0,4,0
9000173481,1,79,1,5,1,2,4,1,5,1,1,6,1,5,1,0,1,0
9000173484,2,63,2,7,2,2,2,4,1,1,2,7,2,6,2,2,1,0
9000173488,1,48,2,4,2,3,3,1,1,2,2,6,3,6,2,1,1,0
9000173491,1,41,2,4,1,1,1,1,10,3,1,4,2,3,1,1,3,0
9000173502,1,59,2,6,4,4,4,1,2,1,4,6,4,2,1,4,1,0
9000173510,1,74,1,6,1,1,1,1,15,3,1,3,1,1,1,0,3,0
9000173536,1,45,2,6,1,1,2,1,3,4,1,1,1,6,1,0,2,0
9000173542,2,74,2,8,2,3,3,1,3,2,2,10,2,2,1,0,1,0
9000173563,1,39,2,7,2,2,2,1,7,1,2,5,5,4,1,3,1,0
9000173579,1,28,2,6,1,1,1,1,1,2,1,3,1,4,1,1,3,0
9000173594,1,39,1,6,2,1,2,1,5,1,2,8,3,5,1,2,1,0
9000173603,2,34,1,7,2,1,1,1,1,3,2,6,2,4,1,2,3,0
9000173616,1,71,2,6,1,1,1,1,1,3,1,2,1,5,1,0,3,0
9000173620,1,57,2,4,1,1,2,1,11,1,1,6,1,2,1,1,1,0
9000173631,2,33,1,7,2,1,2,1,6,1,2,8,6,3,1,2,1,1
9000173653,2,53,1,7,2,1,2,1,1,1,2,11,2,2,1,2,2,0
9000173656,3,48,1,3,2,4,4,1,12,3,3,3,4,2,1,0,1,1
9000173658,1,48,2,5,1,1,2,1,3,1,2,7,2,2,1,0,1,0
9000173661,1,71,2,6,2,1,2,1,3,2,2,8,2,2,1,0,1,0
9000173670,1,57,1,6,2,2,2,1,3,2,2,11,2,3,1,0,1,0
9000173672,1,37,1,6,2,1,2,1,5,1,2,9,4,4,1,2,1,2
9000173674,1,82,2,7,1,1,1,1,3,2,1,6,1,2,1,0,1,0
9000173677,1,49,2,2,4,1,2,1,4,3,3,7,4,6,2,3,2,0
9000173686,2,30,1,8,2,2,2,1,1,1,2,11,2,5,1,2,1,0
